ue_id,slice_type,ru_choice,num_rb_alloc,max_rb,power_alloc_w,power_per_rb_w,snr_linear,snr_db,throughput_mbps,r_min_mbps,ru_power_remaining_w,max_power_effective_w,max_snr_db,max_throughput_mbps,success,reason
49,eMBB,2,9,10,1.995262,0.2216957777777778,9843.505198785357,39.93149774998464,42.978933656358116,50.0,1.99526214968879,1.99526214968879,39.473923170194816,47.20721860145366,False,insufficient_throughput (42978933.66 < 50000000.00)
5,uRLLC,2,8,10,1.995262,0.24940775,42200.03218743863,46.25312782213371,44.25117311673038,5.0,1.99526214968879,1.99526214968879,45.284028017870085,54.15505641148342,True,"(np.float64(44251173.11673038), 4.7974542776230494e-05, np.float64(238956334.83034408), np.float64(143373800.89820644))"
39,eMBB,3,9,10,3.990525,0.44339166666666663,62160.98917904996,47.93517916854391,51.59293396254498,50.0,3.990525149688792,3.990525149688792,47.477604425845584,56.778280522467604,True,"(np.float64(51592933.962544985), 0.0002749213986536325, np.float64(270862903.3033612), np.float64(162517741.9820167))"
11,eMBB,4,2,10,17.957361,8.9786805,2083489.6616649027,63.18791349817043,15.113211266253579,50.0,19.95262314968879,19.952623,56.65578828786272,67.75433496406191,False,insufficient_throughput (15113211.27 < 50000000.00)
46,eMBB,6,8,10,15.962099,1.995262375,676817.505274611,58.30471582811481,55.781019328229995,50.0,17.95736114968879,17.95736114968879,57.84714086801708,69.17906381135325,True,"(np.float64(55781019.32822999), 0.0002533202332165825, np.float64(292850351.47320753), np.float64(175710210.88392448))"
9,eMBB,6,7,10,1.995262,0.2850374285714286,1775555.3879052924,62.493342245319965,52.314796163310504,50.0,1.9952621496887897,1.9952621496887897,60.944322971279455,72.88296131151816,True,"(np.float64(52314796.163310505), 0.00026872429342534904, np.float64(274652679.85738015), np.float64(164791607.9144281))"
6,eMBB,1,5,10,1.995262,0.39905240000000003,80683.05852718322,49.06782353054629,29.33999286302635,50.0,1.99526214968879,1.99526214968879,46.05752389972341,55.080050486145595,False,insufficient_throughput (29339992.86 < 50000000.00)
14,uRLLC,1,9,10,1.995262,0.2216957777777778,52016.347943972265,47.16139857212836,50.76012493302614,5.0,1.99526214968879,1.99526214968879,46.70382399233853,55.852939161646745,True,"(np.float64(50760124.93302614), 4.1779814236870224e-05, np.float64(274104674.6383412), np.float64(164462804.78300473))"
42,uRLLC,4,9,10,17.957361,1.9952623333333332,926446.5116558583,59.66820350407991,64.22117308113677,5.0,19.95262314968879,19.952623,59.668203431525626,71.3568588922737,True,"(np.float64(64221173.08113676), 3.283848149666852e-05, np.float64(346794334.63813853), np.float64(208076600.78288314))"
18,eMBB,4,9,10,1.995262,0.2216957777777778,41611.644330131756,46.192148777586475,49.716939290099475,50.0,1.9952621496887915,1.9952621496887915,45.73457419779665,54.6938467767301,False,insufficient_throughput (49716939.29 < 50000000.00)
36,eMBB,4,4,10,1.995262,0.4988155,59888.79677765691,47.77345587786607,22.85283256764196,50.0,1.9952621496887915,1.9952621496887915,43.79405611696263,52.37327074698467,False,insufficient_throughput (22852832.57 < 50000000.00)
17,eMBB,4,5,10,1.995262,0.39905240000000003,244919.61425842647,53.89023566762516,32.22351842563866,50.0,1.9952621496887915,1.9952621496887915,50.879936036802285,60.847058446528784,False,insufficient_throughput (32223518.43 < 50000000.00)
25,eMBB,4,9,10,1.995262,0.2216957777777778,74371.80493472652,48.71408321539654,52.43125970500766,50.0,1.9952621496887915,1.9952621496887915,48.25650863560672,57.709752240276195,True,"(np.float64(52431259.705007665), 0.0002692632099962147, np.float64(275264113.45129025), np.float64(165158468.07077414))"
0,eMBB,0,9,10,15.962099,1.7735665555555555,2998251156.117339,94.76868009815539,101.9999760639985,50.0,19.95262314968879,19.952623,95.28020515938206,113.94503654754969,True,"(np.float64(101999976.0639985), 0.00013762098250872745, np.float64(535499874.3359922), np.float64(321299924.6015953))"
38,eMBB,0,6,10,1.995262,0.3325436666666667,155113.64334109725,51.90649998762431,37.24482678294962,50.0,3.99052414968879,3.99052414968879,52.698312611009015,63.02162978023649,False,insufficient_throughput (37244826.78 < 50000000.00)
4,eMBB,0,9,10,1.995262,0.2216957777777778,23185.322566747447,43.65213142413577,46.98319593959844,50.0,3.99052414968879,3.99052414968879,46.2048566380773,55.25624054655676,False,insufficient_throughput (46983195.94 < 50000000.00)
29,eMBB,0,3,10,1.995262,0.6650873333333334,77570.19015602717,48.896948560775755,17.54269198158885,50.0,3.99052414968879,3.99052414968879,46.67846122752066,55.82260863026229,False,insufficient_throughput (17542691.98 < 50000000.00)
24,uRLLC,0,6,10,1.995262,0.3325436666666667,674419.759162293,58.28930285770663,41.82470514418604,5.0,3.99052414968879,3.99052414968879,59.081115481091345,70.65476467930226,True,"(np.float64(41824705.14418604), 4.9087206919654574e-05, np.float64(225853407.77860466), np.float64(135512044.66716278))"
2,eMBB,0,4,10,1.995262,0.4988155,112990.40029351923,50.53041547229866,24.171628966008413,50.0,1.99526214968879,1.99526214968879,46.55101571139521,55.670200610798865,False,insufficient_throughput (24171628.97 < 50000000.00)
21,uRLLC,0,6,10,1.995262,0.3325436666666667,163999.86151004862,52.14843481307167,37.41842275465555,5.0,1.99526214968879,1.99526214968879,49.92994764272503,59.71098328752269,True,"(np.float64(37418422.754655555), 5.528016342491252e-05, np.float64(202059482.87513998), np.float64(121235689.725084))"
